state,name,female_2010,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,mean_work_travel_2017,broadband_2017,computer_2017,homeownership_2010,persons_per_household_2017,metro_2013,fed_spending_2009,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,unemployment_rate_2016,avg_family_size_2019
Arkansas,Woodruff County,52.5,7.8,77.1,23.4,11.4,18.1,50.8,61.1,61.5,2.31,0,116128,26,49.2,34,5.45,2.7
Arkansas,Yell County,50.1,6.3,78.9,22.4,13.7,20.8,60.9,72.9,70.1,2.81,0,182533,17.8,42.1,27.3,4.44,3.3
California,Alameda County,51,4.7,87.5,24.9,44.7,32.5,85.7,92.5,55.1,2.81,1,15190178,11.3,12.6,12.8,4.28,3.37
California,Alpine County,48.4,4,89.8,30,25.6,21.9,87.5,91.4,73.4,3.84,0,7750,19.8,21.7,14.8,6.46,3.66
California,Amador County,45.5,5.1,89.7,40.6,22.1,32,79.1,86.8,77.3,2.37,0,274817,10.6,19.6,19.1,5.96,2.85
California,Butte County,50.5,5,88.8,39.5,26.6,20.1,80.9,89.2,61.2,2.54,1,1885335,20.5,22.2,20.9,6.61,3.14
California,Calaveras County,49.9,4,90,43.2,19.3,35.5,74.9,84.3,78.8,2.5,0,330130,12.8,15.3,18.4,5.67,3.16
California,Colusa County,48.6,8.4,69.4,30.5,15.7,24.7,74.5,82.3,64.4,3.02,0,170348,14,19.4,20.6,15.58,3.45
California,Contra Costa County,51.2,4.9,89.1,30.5,40.7,37.1,88.2,93.4,69.5,2.86,1,6617496,9.8,12.7,12.1,4.46,3.35
California,Del Norte County,44.4,9.5,81.6,35.1,14.4,14.4,73.3,85,60.9,2.5,0,230544,23.2,27.5,29.1,7.53,3.11
California,El Dorado County,50,5.4,92.9,38.1,33.3,29.1,83.5,92,76.5,2.69,1,1061501,9.8,12,11.4,5.14,3.09
California,Fresno County,50,6.1,74.7,31.7,20.1,22.4,74.8,85.3,55,3.16,1,5748203,25.4,41.7,36.2,9.51,3.69
California,Glenn County,49.5,6.2,72.5,32.3,13,24,64,80.6,67.5,2.78,0,247179,19.6,27.8,25.5,8.34,3.22
California,Humboldt County,49.8,5.4,90.5,37.1,29.4,18.2,79.4,88.5,57.6,2.43,0,1180218,20.8,21.2,21.3,4.93,3.01
California,Imperial County,48.6,6.4,68.4,30.6,14.3,20.8,69.8,82.5,56.6,3.77,1,1333686,23.8,30.7,30.7,23.64,4.49
California,Inyo County,49.6,5,88.6,33,25.3,16.9,75.7,87.4,64,2.19,0,199921,10.2,18.2,12.4,5.29,3.01
California,Kern County,48.4,6.6,73.8,30.3,15.8,23.4,73.9,83,61.4,3.2,1,5762188,22.6,34.3,31,10.41,3.69
California,Kings County,43.6,5.7,72.9,34.3,13,22.4,73.8,85.5,56,3.18,1,1047443,20.9,26.5,28.4,9.97,3.54
California,Lake County,49.8,5.4,84.7,39.1,15.3,28.9,70.6,81.3,67.1,2.4,0,601507,22.8,33.9,31.1,6.72,3.11
California,Lassen County,35.8,7.7,82.3,37.6,12.4,20.9,72.9,82.4,63.7,2.28,0,290865,14.6,14.8,19.8,6.93,2.73
California,Los Angeles County,50.7,4.6,78.2,26.2,31.2,30.9,79.9,88.7,48.2,3.01,1,80457156,17,24,23.7,5.25,3.66
California,Madera County,51.8,7.1,71.6,33,13.8,25.6,72.2,84.2,63,3.29,1,827071,22.1,33.9,31.2,9.24,3.67
California,Marin County,50.8,4.9,93.2,24.5,57.5,31.7,88.9,93.1,64,2.42,1,1618445,8.1,12.2,9.2,3.28,2.96
California,Mariposa County,49.2,7.3,90.1,37.5,24.4,30.9,71.1,82.9,70,2.23,0,187131,15.1,15,15.4,6.86,2.63
California,Mendocino County,49.9,4.8,86.9,35.9,24.8,19.8,73.8,84.3,62.8,2.5,0,822873,19.1,26.1,23.5,5.28,3.1
California,Merced County,49.7,6.5,68.9,30,13.8,27,75.2,86.8,55.9,3.3,1,1437763,23.3,37.5,33.2,10.59,3.77
California,Modoc County,49.6,7.1,85.5,38.5,16.6,15.2,68.2,75.4,70.2,2.34,0,207556,18.1,20.1,19.4,7.81,2.97
California,Mono County,46.9,1.1,84.7,34.3,31.5,16.1,72,88.5,56.4,2.8,0,97079,9.9,15.8,11.9,5.36,3.73
California,Monterey County,48.6,5.3,71.2,26.6,23.9,22.4,78.3,85.5,53.4,3.3,1,3156072,14.7,23,21.2,7.66,3.83
California,Napa County,50.1,4.5,84.7,32,34.6,24.1,85.9,92,65.1,2.79,1,1022944,8.2,11.9,8.8,4.29,3.35
California,Nevada County,50.6,5,93.5,39.3,35.8,24.5,82.5,89.9,74,2.42,0,769899,12.1,13.5,14,4.78,2.88
California,Orange County,50.5,4.9,84.7,28.3,39.1,27.4,87.7,93.4,60.8,3.04,1,18282849,12.1,16,16.1,4.04,3.51
California,Placer County,51.2,5.2,94.5,37.9,37.5,27.3,87,93.2,72.9,2.68,1,2007114,8.2,9.7,7.8,4.49,3.18
California,Plumas County,50,5.1,93.6,45.5,22.6,21.9,70.4,82.6,65.6,2.21,0,223471,13.3,17.7,12.6,9.73,2.73
California,Riverside County,50.2,5.3,81.1,33.2,21.5,33.1,82.6,90.2,70,3.26,1,10788278,15.6,22.8,20.9,6.13,3.87
California,Sacramento County,51,5.5,87,34.6,29.9,26.9,82.8,91.7,59.5,2.76,1,27906779,16.7,25.2,22.2,5.42,3.38
California,San Benito County,50,6.5,79.1,35.2,19.2,34.1,87.1,93.1,64.3,3.35,1,231843,9.7,18.8,14.1,6.83,3.66
California,San Bernardino County,50.3,5.8,79.2,33.2,19.8,30.9,79.3,89.3,65.1,3.31,1,11788836,18.2,27.3,25.5,5.78,3.76
California,San Diego County,49.8,5,86.7,30.7,37.4,25.7,86.9,92.7,55.9,2.87,1,35832325,13.3,16.8,16.7,4.72,3.43
California,San Francisco County,49.3,3.7,87.9,19.8,55.8,32.8,84.5,90.8,37.5,2.35,1,10707798,11.7,8.6,10.9,3.28,3.11
California,San Joaquin County,50.2,6,78.4,33,18.1,32,77.5,86.4,61.7,3.17,1,4210761,17.1,24.7,22.8,8.13,3.69
California,San Luis Obispo County,48.8,3.8,90.5,36.7,34,21.8,85,91.8,61.4,2.51,1,1707163,13.8,12.4,12.3,4.31,2.98
California,San Mateo County,50.8,5,88.9,24.9,48.5,28.2,88.3,93.7,61.1,2.88,1,5344205,7.3,7.9,8.3,3.04,3.36
California,Santa Barbara County,49.8,4.5,80.4,29.7,33.3,19.4,82.3,89.4,54.1,2.94,1,3704179,15.4,19.7,18.9,5.06,3.41
California,Santa Clara County,49.8,5.2,87.6,22.7,50,28,89.4,94.4,59.2,2.98,1,17276368,8.6,9.5,9.4,3.8,3.42
California,Santa Cruz County,50.1,4.8,86.4,31.1,39.8,26.8,85,90.9,59.6,2.73,1,1568971,14.7,16.9,16.6,6.97,3.26
California,Shasta County,50.8,5,90.7,43.6,21.4,19.9,75.3,85.6,66,2.49,1,1903332,18.1,28.2,24.7,6.97,2.98
California,Sierra County,49.2,3.9,92.9,46,21.4,29.6,69,75.8,80.1,2.36,0,34375,12.3,2.8,10.6,7.62,2.67
California,Siskiyou County,50.1,6.4,89.3,41.5,22.7,18.9,74.6,83.2,65.2,2.26,0,479369,20.7,29.3,26.4,8.5,2.81
California,Solano County,50.1,5,87.6,38.7,25.6,31.8,86.1,91.6,65.8,2.88,1,3200481,11.5,18.1,16.1,5.51,3.35
California,Sonoma County,50.8,4.7,87.7,34.7,33.8,25.2,85.1,91.8,62.4,2.59,1,3117386,10.7,12.9,12.5,3.98,3.14
California,Stanislaus County,50.5,6,77.8,32.8,16.7,28.2,79.3,87.5,62.1,3.1,1,2956465,17.2,24.5,22.8,8.62,3.6
California,Sutter County,50.4,8.1,78.7,36.3,17.5,26.4,78.8,87.2,61.8,2.94,1,569899,16.7,26.6,23.1,9.82,3.43
California,Tehama County,50.2,6,84,37.2,14.4,23.5,70.3,82.2,65.1,2.63,0,471535,20.9,34.3,30.2,7.12,3.18
California,Trinity County,48.4,2.4,89.8,38.4,19.5,17.4,64,81.5,73.5,2.33,0,151897,19.9,30.4,24.5,7.09,2.63
California,Tulare County,49.9,7.1,68.6,29,13.8,22.5,69.6,80.9,59.3,3.35,1,2396605,27.1,39,36,11.18,3.77
California,Tuolumne County,47.2,3.6,90.7,41,20.6,27,75.9,86.4,70.2,2.27,0,450575,13.6,17.7,13,6.22,2.8
California,Ventura County,50.3,5.5,84,32.5,32.6,26.6,85.1,90.9,66.4,3.09,1,6075467,10.3,16.4,14,5.22,3.58
California,Yolo County,51.2,4.1,86.1,26.7,40.6,23.2,83.5,91.5,54.1,2.81,1,2236011,19.4,17.1,16.1,5.9,3.28
California,Yuba County,49.6,8,82.1,41.2,16.4,30.7,80,89.5,59.8,2.83,1,873742,18.5,25.2,24.2,8.64,3.38
Colorado,Adams County,49.7,6.1,82.6,31.3,23.1,29.2,79.8,91.2,68.4,2.98,1,2019758,12.2,17.9,16.2,3.57,3.56
Colorado,Alamosa County,49.9,6.2,83.1,31.8,26.2,14.6,66.8,81.5,63.2,2.52,0,136099,27.8,42.7,33.6,4.04,3.09
Colorado,Arapahoe County,51,5.4,92.3,30,41.6,27.7,86.4,94,65.9,2.64,1,3710641,9.9,15,12.9,3.08,3.26
Colorado,Archuleta County,49.5,6.5,90.5,30.2,37,17.2,79,89.5,82.9,2.24,0,66501,11.6,18.3,21.3,3.25,2.73
Colorado,Baca County,50.4,4.8,85.5,37.4,21.4,14.5,69,81.1,74.9,2.17,0,119260,19.5,40,28.7,1.67,2.59
Colorado,Bent County,34.3,6.9,84.9,28.5,10.3,20.1,70.6,79.9,67.4,2.18,0,56929,24.5,39,32.4,3.03,2.81
Colorado,Boulder County,49.8,3.7,94.6,21.8,60.4,22.7,88.5,95.3,63.9,2.44,1,2646131,13.1,12.9,11.3,2.66,3.01
Colorado,Broomfield County,50.4,4.5,95.8,27.8,53.4,27.9,91.1,96.1,74.4,2.47,1,442693,5.2,3.4,4.2,2.88,3.01
Colorado,Chaffee County,46.9,6.3,91.6,32.3,32.4,17.5,80.3,88.9,76.9,2.23,0,120295,9.6,14.3,8.2,2.64,2.71
Colorado,Cheyenne County,50.4,10.7,90.3,35.7,21.9,12.6,75.6,83.2,80.5,2.69,0,59172,11.8,18.3,10.2,2.22,3.43
Colorado,Clear Creek County,47.9,2.6,97.9,31,46.4,30.3,81,93.2,81.3,2.09,1,49894,6.8,9.8,7.7,3.17,2.69
Colorado,Conejos County,50.4,7.1,85,35.5,19.2,21.6,61.6,69.1,75.7,2.7,0,78449,21.1,27.9,27,4.85,3.36
Colorado,Costilla County,48.3,13.5,77.8,31.8,20.9,18.1,52.4,61.9,74.6,2.31,0,48356,29.6,50.9,49.9,4.8,2.8
Colorado,Crowley County,27.9,3.6,84.9,33.1,8.1,23.1,75.9,84.7,74,3.52,0,32468,24.6,30.9,30.7,3.52,4.6
Colorado,Custer County,48.4,6.4,93.7,40.4,33.3,27.1,76.3,89.1,80.5,2.15,0,29522,15.7,42.8,25.7,3.12,2.6
Colorado,Delta County,49.6,7.4,88.9,32,19.4,24.3,70,82.2,74.3,2.4,0,245114,16.5,23.7,22.1,4.9,3.08
Colorado,Denver County,50,5.3,86.7,22.6,46.5,25.3,81.1,90.2,52.5,2.31,1,8386649,15.1,20.9,22.5,3.09,3.17
Colorado,Dolores County,48.5,0.5,90.9,33.3,19.8,19.2,63.8,80.6,78.3,2.46,0,16004,14.1,41.3,19.7,3.92,3.02
Colorado,Douglas County,50.5,4.8,97.9,27.8,58,27.6,94.6,97.8,82.5,2.81,1,602078,3.6,3.8,3.6,2.65,3.16
Colorado,Eagle County,46.7,3.9,89.9,27.6,45.1,22.3,87,95.4,65.3,3.02,0,116663,7.7,9.6,9.9,2.73,3.27
Colorado,Elbert County,50,4.1,96.3,36.2,35,40.4,87.9,94.6,91.3,2.76,1,80290,4.8,3,4,2.58,3.06
Colorado,El Paso County,50.2,6.4,93.7,36.3,37.3,23,87.8,93.2,66.6,2.63,1,9151644,11.1,15.6,14,3.74,3.17
Colorado,Fremont County,42.3,4.4,89.8,33.7,17.1,22.7,76.6,85.6,76.6,2.14,0,369168,15.8,24.7,24.3,5.16,2.54
Colorado,Garfield County,48.4,4.1,87.5,28.8,30.2,31.6,82.5,92.5,67.5,2.71,0,230877,9.6,9.6,11.6,3.48,3.17
Colorado,Gilpin County,47,8.1,98,38.8,36.6,36.6,80.8,92.9,71.8,2.19,1,20081,5.6,14.5,5.5,2.38,2.58
Colorado,Grand County,46.6,1.9,95.4,29.6,38.4,22.2,86.1,90,76.9,2.53,0,71592,13.1,17.9,21.1,2.68,3.07
Colorado,Gunnison County,45.8,4.1,95.7,24.6,53.7,14.2,79.9,91.7,59.1,2.36,0,96880,14.1,9.3,6.8,2.29,3.02
Colorado,Hinsdale County,47.4,3.2,92.8,31.3,40.8,12.3,67.9,89.7,83.5,2.22,0,4436,12,75.9,15.5,2.46,2.72
Colorado,Huerfano County,50.4,0.8,90.5,40.2,23.6,20.8,60.6,77.1,72.1,1.99,0,83607,14.8,33.3,19.6,6.32,2.6
Colorado,Jackson County,47.2,0,85.1,34,16.5,28.9,70.9,83.1,72.3,2.28,0,17845,12.8,11.2,22.5,2.69,2.64
Colorado,Jefferson County,50.4,5,94.3,30.4,43.1,27.5,86.9,93.5,71.9,2.44,1,6038228,7.8,10.7,9.6,2.94,2.96
Colorado,Kiowa County,50.9,8.9,95.4,33.5,21,16.3,77.1,83.5,66.6,2.32,0,39346,10.6,9.5,11.3,2.01,3.02
Colorado,Kit Carson County,43.9,15.4,86.8,31.6,15.8,12.1,73.2,82.5,69.3,2.37,0,106858,11.5,15,16.2,2.12,2.85
Colorado,Lake County,46.5,3.3,86.8,22.2,31.2,28.6,76.5,87,66.9,2.21,0,30802,12.8,10.7,10.5,2.84,2.78
Colorado,La Plata County,49.1,5.7,95.2,32.4,43.1,21.4,77.1,89.8,69.1,2.41,0,291251,9.6,5.9,8.7,2.86,3.07
Colorado,Larimer County,50.4,4.8,95.8,30.3,45.9,22.8,86.6,94.6,67.5,2.46,1,1742522,12.4,9.4,10.5,2.79,2.93
Colorado,Las Animas County,48.7,7,87.3,38.3,20.2,20.6,65.3,76.5,69.5,2.11,0,171282,17,22.3,21.4,5.04,2.55
Colorado,Lincoln County,42.1,4.5,87.8,21.3,13.2,17.3,74.7,84.6,70.8,2.38,0,68537,14,14.7,14.9,2.54,3.06
Colorado,Logan County,43.1,6.8,88,37.2,19,19.2,77.2,84.1,68.3,2.55,0,143135,16.8,40.5,21.6,2.92,3.31
Colorado,Mesa County,50.3,5.6,90.2,34.7,27.2,20.2,82.7,89.3,72.3,2.4,1,1008256,16,25.6,21.3,5.3,2.94
Colorado,Mineral County,49.2,14.4,96.4,38.7,39.3,14,78.7,89.1,86.4,2.01,0,13569,12,76.9,17.1,2.16,2.39
Colorado,Moffat County,48.9,4.1,90.1,32.9,17.2,22,76,86,75.1,2.53,0,71232,10.1,12.8,7.8,3.96,2.99
Colorado,Montezuma County,50.6,4.6,90,32.6,28,22,67.9,84.3,72.8,2.43,0,224742,16.8,34.3,25.9,4.95,2.91
Colorado,Montrose County,50.8,6.4,89.3,32.4,23.4,17.8,72.1,82.8,74.6,2.38,0,267797,17.8,44.8,27.7,4.12,2.91
Colorado,Morgan County,50.6,5,80.5,32.1,17.2,17.6,74.5,83.1,67.3,2.62,0,258033,9.3,14.4,12.1,3.44,3.09
Colorado,Otero County,51,4.6,85.3,39.4,17.7,16.2,71.9,82.9,66.1,2.38,0,219727,22.9,37.4,29.7,4.7,3
Colorado,Ouray County,49.9,1.1,98,31.3,49.4,26.8,81.7,92.3,74.3,2.11,0,18078,10.4,22.5,11.6,3.74,2.67
Colorado,Park County,47.5,3.2,96.4,38.7,28.5,40.9,82.1,91.2,87.9,2.27,1,61612,6.6,16.1,7.3,2.78,3.05
Colorado,Phillips County,51.1,5,89.3,36.2,21.6,15.8,77.6,89.2,73.3,2.51,0,50252,8.1,6.5,3.2,1.98,3.15
Colorado,Pitkin County,47,6.9,95.3,19.7,61.2,17.5,88.1,94.7,62.5,2.4,0,45978,7.1,7.1,5.9,3.35,2.89
Colorado,Prowers County,50.6,8.2,81.3,39.5,16,13.8,75.5,81.6,66.7,2.38,0,111927,18.3,31.9,23.4,3.22,3.03
Colorado,Pueblo County,50.8,5.6,88.8,38,21.7,21.8,70.4,84,69.9,2.5,1,1358571,19.8,29.5,26.2,4.76,3.13
Colorado,Rio Blanco County,48.5,6.4,92.2,38.6,20.9,17.3,72.4,84.5,74.1,2.57,0,46357,11.8,8.1,15.4,5.01,3.37
Colorado,Rio Grande County,50.3,5,83.3,31.4,23.7,17.4,63,74.6,78.9,2.36,0,102744,18.1,22.9,22.7,4.93,2.97
Colorado,Routt County,46.8,3.1,96.1,23.8,51.6,17.9,88.4,93.2,74.1,2.53,0,74795,10.7,13,10.9,2.6,2.97
Colorado,Saguache County,48.9,6.7,80.5,26.3,26,18.8,67.2,83,68.3,2.41,0,54334,21,27.1,27.2,4.87,2.95
Colorado,San Juan County,43.9,6.6,96.5,29.3,29.8,12.3,78.8,88.6,54.3,2.23,0,7050,3.3,0,0,3.55,2.8
Colorado,San Miguel County,45.7,4.2,93.6,25.5,54.1,19.1,79.5,94.1,64.3,2.36,0,52264,10.5,10.8,10.7,3.24,2.81
Colorado,Sedgwick County,50.7,5.8,90.8,40,20.8,20.6,64.3,79.8,72.8,2.32,0,51710,17,24.8,24.3,2.29,3.17
Colorado,Summit County,45.1,3.3,93.4,25.6,47.8,16.4,82,96.6,70.5,3.1,0,79718,10.3,25.9,15,2.06,3.1
Colorado,Teller County,49.1,3.3,95.1,35.5,34.1,32.6,86.5,93.3,86.9,2.34,1,113492,7.5,8.2,6.8,3.7,2.79
Colorado,Washington County,48.9,7.3,93,42.2,16.6,24,73.1,84.6,68.3,2.25,0,65016,9.9,20.6,10.3,2.12,2.6
Colorado,Weld County,50,7,87.7,33.4,27,26.7,81,90.7,71.7,2.8,1,1025623,11.2,14.7,13,3.4,3.31
Colorado,Yuma County,50.4,5.8,85.4,32,21,15.7,67.8,78.9,68.9,2.47,0,150150,14.3,23.1,21.7,2.12,2.8
Connecticut,Fairfield County,51.4,4.9,89.4,21,46.5,30.4,85.6,90.7,70.7,2.75,1,12672130,8.8,12.3,10.7,4.86,3.27
Connecticut,Hartford County,51.7,5,89.4,24.9,37.4,23,80.5,87.2,66.5,2.5,1,15544727,11.2,16.5,15.2,5.38,3.1
Connecticut,Litchfield County,50.9,4.3,92,28,35,27.4,83.5,89.1,78.7,2.43,0,1708318,6.8,8.1,6.9,4.72,2.96
Connecticut,Middlesex County,51.2,4.6,94,26,40.8,26.1,83.6,89.3,75.8,2.38,1,1442119,7.2,10.9,7.9,4.45,2.91
Connecticut,New Haven County,51.9,4,89.9,24.7,34.6,24.9,78.9,85.7,65.3,2.55,1,10789039,12.1,19.8,16.7,5.51,3.18
Connecticut,New London County,50.1,4.8,91.9,28.8,32.9,23.4,83,88.7,69.7,2.41,1,6660683,9.9,16.5,15.1,5.12,2.9
Connecticut,Tolland County,49.5,2.7,94.1,27.3,39.7,26.3,85.8,91.6,76.4,2.47,1,878579,6.5,6.9,5,4.51,2.96
Connecticut,Windham County,50.4,3.6,88.4,31.2,24.4,26.3,78.7,87.3,70.8,2.5,1,1124175,11.1,17.3,14.6,5.56,2.99
Delaware,Kent County,51.9,5.9,87.4,30.8,23.5,26.3,80.8,89.3,72.9,2.65,1,1902835,13,23.3,18.2,4.92,3.12
Delaware,New Castle County,51.6,4.4,91,25.6,35.7,25.7,80.8,89,71.3,2.65,1,3998830,11.9,16.9,15.6,4.43,3.27
Delaware,Sussex County,51.2,6,86.8,28.3,25.1,25.3,75.8,86.3,80,2.46,1,1609865,12,26.2,20.3,4.51,2.88
District of Columbia,District of Columbia,52.8,4.8,90.3,16.1,56.6,30,77.6,88.2,43.5,2.28,1,60719306,17.4,21.8,25.2,6.1,3.32
Florida,Alachua County,51.6,3.7,92.1,28.7,41.4,21.2,81.4,89,54.9,2.5,1,2393551,23.3,24.1,21.5,4.26,3.39
Florida,Baker County,47.8,7.5,84.2,29.5,13.1,29.9,70.5,84.4,76.2,3.02,1,150151,17.2,21.6,21.4,4.86,3.47
Florida,Bay County,50.5,6.8,89.1,35.9,22.4,22.8,80.4,88.6,66,2.59,1,2347564,15.4,28.4,22,4.75,3.13
Florida,Bradford County,43.9,2.2,78.2,29.7,10.4,31.1,65.4,72.8,77.3,2.61,0,299076,18.8,35.5,24.5,4.24,3.17
Florida,Brevard County,51,5.5,91.7,34.9,28.4,24.5,83,89.9,76.4,2.47,1,8093391,13.4,22.9,19.1,5.1,3.14
Florida,Broward County,51.6,4.8,88.6,29.9,31.5,28.2,80.9,90.2,69.3,2.77,1,11920934,14,21.6,18.8,4.48,3.47
Florida,Calhoun County,45.6,4.6,77.4,27.5,9.6,26.8,60.1,74.3,73.9,2.72,0,123279,12.9,17.9,10,5.73,3.69
Florida,Charlotte County,51.4,5.4,90,33.4,22.4,24.7,79.9,88.3,81.1,2.26,1,1400977,12,23.2,19.3,5.31,2.82
Florida,Citrus County,51.6,3.7,87.4,31.7,17.8,25.3,78.5,86.4,84.6,2.22,1,1275549,17.4,33.4,30.3,6.7,2.77
Florida,Clay County,51,4.8,91.1,36.2,23.7,33.3,86,93.1,78.3,2.81,1,1095350,10.4,13.2,12.7,4.48,3.21
Florida,Collier County,50.7,5.4,86.5,25.2,34.9,24.5,81.4,91.2,76.5,2.55,1,1977185,12.8,25.1,22.3,4.65,3.05
Florida,Columbia County,48.2,5.8,87,34.5,16.4,24.8,73.1,85.5,71.5,2.57,0,627409,16.8,30.2,22.7,4.86,3.26
Florida,DeSoto County,43.4,6.3,70.5,18.6,11.5,24.7,50,60.5,78.5,2.73,0,239640,29.9,38.8,40.3,5.25,3.32
Florida,Dixie County,46.2,4.6,79.1,26.1,9.1,26.7,44.4,69.5,81.6,2.3,0,129524,23.7,41.3,32.9,5.43,2.74
Florida,Duval County,51.5,6.1,89.4,32.8,28.7,24.5,78.4,87.5,63.1,2.57,1,8833185,16,26.9,24,4.89,3.2
Florida,Escambia County,50.6,4,90.6,37.3,26,21.9,80.5,88.3,67.4,2.47,1,3569596,14.6,27,23.2,4.93,3.16
Florida,Flagler County,51.9,3.4,91.9,34.8,23.6,25.7,78.7,89.2,81.1,2.65,1,667716,13.3,17.5,21.1,5.47,3.03
Florida,Franklin County,42.4,5.1,81.4,26.2,18.4,19.3,68.9,78.4,65.6,2.3,0,107113,20.1,22.1,32.1,4.31,2.93
Florida,Gadsden County,51.2,3.8,79.7,27.2,16.3,30.2,57.9,71.3,70.9,2.44,1,479853,24.4,44,40.7,6.24,3.07
Florida,Gilchrist County,47.8,3.4,84.5,32.2,12.4,32.8,62.5,78.2,80.5,2.48,1,102789,19.8,41.1,33.9,4.99,3.07
Florida,Glades County,42.2,2.9,73.7,23.2,10.9,25.3,48.6,67.1,81.2,2.74,0,47078,18,34.8,26.4,6.21,3.16
Florida,Gulf County,40.2,5.7,84.3,29.2,18.5,22.4,76.4,82,77.1,2.58,1,143450,14.9,24.1,19.6,4.62,2.75
Florida,Hamilton County,41.1,9.1,75.4,24.1,10.2,23.4,61.6,76.7,74,2.39,0,120915,26.6,35.1,35.5,5.64,2.99
Florida,Hardee County,46.4,6.4,72,17.5,10.5,23.9,54.9,67.7,74.7,3.26,0,181336,24.5,48.5,39,6.61,3.88
Florida,Hendry County,45.8,6.1,65.1,23.7,8.4,29.4,61.6,72.4,69.2,3.07,0,293317,25.5,31.8,31.1,8.49,3.59
Florida,Hernando County,52.2,5.4,87.8,33.9,17.1,29.6,78.8,87.6,83.4,2.45,1,1577743,14.3,24.1,20,6.02,2.92
Florida,Highlands County,51.1,5,84,30.2,17.1,20.4,67.6,78,79.9,2.38,1,951849,18.7,32.6,31.3,6.52,2.99
Florida,Hillsborough County,51.3,4.7,88.2,29,32,27.3,82.5,90.2,63.3,2.63,1,10688156,15.7,23.8,20.9,4.4,3.32
Florida,Holmes County,46.8,4.2,76.1,25.6,11.5,28.2,65.3,75.7,80.3,2.51,0,223067,26.6,54.5,37.3,5.39,3.01
Florida,Indian River County,51.6,5.1,88.4,29.8,27.8,22.4,78.5,85.6,76.8,2.53,1,1191801,12.7,19,19.7,6,3.28
Florida,Jackson County,45.2,6.6,79.7,30,14,23,64.5,73.6,77.2,2.39,0,605874,21.6,47.2,31.5,5.2,2.9
Florida,Jefferson County,47.7,6.5,80.9,26.8,21.2,28.7,66.8,80.5,77.2,2.03,1,151699,13.9,29.3,18.7,5.23,2.56
Florida,Lafayette County,38.2,4.8,73.9,21.4,14,27.2,67,77.7,80.6,3.24,0,45757,17.8,39.7,18.8,4.31,4.06
Florida,Lake County,51.5,5,88.6,33,22.4,28.8,80.4,88.2,78.7,2.53,1,2835352,12.8,21.6,19.8,4.84,3.07
Florida,Lee County,50.9,5.2,87.3,29.3,27.2,27.2,79.8,90,74.8,2.61,1,4181330,14.9,27,24.6,4.6,3.22
Florida,Leon County,52.4,4.2,93.2,29.1,45.5,20.8,84.2,93.5,55.4,2.42,1,8438126,20.5,21.7,18.5,4.52,3.06
Florida,Levy County,50.8,5.4,83.5,30.2,11.9,30,59.3,79.7,76.3,2.49,0,309185,21.9,39.5,35.2,5.15,3.03
Florida,Liberty County,39.1,9.7,79.8,19.8,11.1,33,59.3,76.3,77.5,2.96,0,57851,17.8,8.7,16.2,5.12,3.6
Florida,Madison County,47.8,15.3,82.2,31.2,12.5,27,56.8,70.7,73.9,2.44,0,210290,31.9,57.7,50.9,5.24,3.05
Florida,Manatee County,51.6,4.8,88.9,29.2,29.1,25.4,77.6,89.1,74.1,2.56,1,2280113,13.4,24.3,22.5,4.54,3.17
Florida,Marion County,52,4.8,86.8,30.5,19.4,25.4,74.8,83.5,78.9,2.48,1,2784063,17.6,32.2,28.5,5.8,3.03
Florida,Martin County,50.5,4.9,90.3,31.9,32.3,26.3,81.6,89.5,79.5,2.39,1,1272655,10.9,21.6,15.4,4.82,3.07
Florida,Miami-Dade County,51.6,4.3,81,25,27.8,31.3,73.2,85.1,58.1,3.09,1,25259635,19,26.3,25.1,5.31,3.65
Florida,Monroe County,46.7,3.8,91.2,31.6,31.8,17.8,77.6,88.8,64.5,2.47,0,802465,12.7,16.9,16,3.17,2.81
Florida,Nassau County,50.7,7.3,91.4,31.2,27.2,29.8,80.8,90.8,79.4,2.55,1,661877,11.4,17.3,16.2,4.48,2.91
Florida,Okaloosa County,49.8,6.8,91.6,36.6,29.8,23.6,80.3,89.7,67.3,2.51,1,3885192,11.5,16.5,16.2,4,3.13
Florida,Okeechobee County,46.4,6.7,73.9,24.5,11,24,58.1,77.1,76.7,2.79,0,347325,22.3,39.5,33.6,5.11,3.32
Florida,Orange County,50.8,5.1,88.2,30.3,32.7,27.6,83.3,91.8,59.9,2.78,1,10290867,16.7,25.8,23,4.33,3.44
Florida,Osceola County,51,5.7,86,34.8,19,32.2,72.1,81.3,66.5,3.36,1,1184001,17.8,25.9,26.6,4.94,3.96
Florida,Palm Beach County,51.6,5.3,88.1,28.4,34.8,25.3,80.8,89.2,73.6,2.59,1,10165029,13.4,22.6,20.1,4.68,3.29
Florida,Pasco County,51.4,4.8,88.7,32.9,22.7,31.6,78.6,87,78.8,2.51,1,3315281,13.6,19.1,17.6,5.11,3.09
Florida,Pinellas County,52,4.9,90.7,32.2,30.1,24.4,78.7,86.4,70.4,2.29,1,10238689,13.7,21.4,19.9,4.33,3.05
Florida,Polk County,51,5.5,84.3,29.3,19.5,26,64.8,83.4,72.1,2.82,1,3978217,17.3,28.8,26.8,5.51,3.44
